year,Team,college,PLAYER,player_height,player_weight,Pos_x,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FGMI,FG3MI,FTMI,fg_production,fg3_production,ft_production,ancillary_production,shooting_production,total_production,fg_efficiency,fg3_efficiency,ft_efficiency
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Detroit Pistons,North Carolina State,Dennis Smith Jr.,187.96,92.98636,PG,23,420,58,145,0.4,19,58,0.328,19,26,0.731,12,43,55,77,23,14,26,37,154,87,39,7,-58,-60,12,39.65,-106,-66.35,0.4,0.3275862068965517,0.7307692307692307
2020,Philadelphia 76ers,Arkansas,Isaiah Joe,193.04,74.84268,SG,41,383,48,133,0.361,39,106,0.368,18,24,0.75,6,30,36,20,12,4,11,34,153,85,67,6,-74,-84,12,16.3,-146,-129.7,0.3609022556390977,0.36792452830188677,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SF,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SG,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SG,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Chicago Bulls,Radford,Javonte Green,193.04,92.98636,SG,41,474,53,102,0.52,10,30,0.333,30,40,0.75,26,45,71,17,28,6,19,45,146,49,20,10,8,-30,20,33.75,-2,31.75,0.5196078431372549,0.3333333333333333,0.75
2020,Detroit Pistons,Duke,Jahlil Okafor,208.28,122.46984,C,27,347,63,102,0.618,2,9,0.222,17,24,0.708,23,43,66,13,6,5,21,39,145,39,7,7,48,-15,10,18.55,43,61.55,0.6176470588235294,0.2222222222222222,0.7083333333333334
2020,Washington Wizards,Indiana,Thomas Bryant,208.28,112.490816,C,10,271,59,91,0.648,9,21,0.429,16,24,0.667,18,43,61,15,4,8,11,31,143,32,12,8,54,-9,8,22.45,53,75.45,0.6483516483516484,0.42857142857142855,0.6666666666666666
2020,Los Angeles Clippers,Minnesota,Amir Coffey,200.66,95.25432,SG,44,395,45,103,0.437,23,56,0.411,27,38,0.711,10,34,44,22,10,0,15,30,140,58,33,11,-26,-30,16,15.0,-40,-25.0,0.4368932038834951,0.4107142857142857,0.7105263157894737
2020,Sacramento Kings,Wyoming,Justin James,200.66,86.18248,SF,36,310,52,111,0.468,14,38,0.368,21,36,0.583,9,21,30,22,8,3,15,23,139,59,24,15,-14,-30,6,12.1,-38,-25.9,0.46846846846846846,0.3684210526315789,0.5833333333333334
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Utah Jazz,Iowa State,Matt Thomas,193.04,86.18248,SG,45,327,50,127,0.394,27,80,0.338,12,14,0.857,7,37,44,19,4,0,14,18,139,77,53,2,-54,-78,10,11.6,-122,-110.4,0.3937007874015748,0.3375,0.8571428571428571
2020,Chicago Bulls,Villanova,Ryan Arcidiacono,190.5,88.45044,PG,44,450,49,117,0.419,25,67,0.373,13,20,0.65,5,62,67,56,9,0,10,47,136,68,42,7,-38,-51,6,29.15,-83,-53.85,0.4188034188034188,0.373134328358209,0.65
2020,Denver Nuggets,Arizona,Zeke Nnaji,205.74,108.86208,PF,42,397,50,104,0.481,24,59,0.407,12,15,0.8,14,51,65,10,8,4,7,29,136,54,35,3,-8,-33,9,23.3,-32,-8.7,0.4807692307692308,0.4067796610169492,0.8
2020,Indiana Pacers,St. John's,JaKarr Sampson,200.66,97.068688,PF,29,316,56,113,0.496,3,15,0.2,19,29,0.655,27,50,77,4,2,14,15,52,134,57,12,10,-2,-27,9,24.9,-20,4.899999999999999,0.49557522123893805,0.2,0.6551724137931034
2020,Houston Rockets,Vermont,Anthony Lamb,198.12,102.965384,SF,24,415,46,118,0.39,23,71,0.324,18,21,0.857,27,43,70,23,6,5,19,34,133,72,48,3,-52,-75,15,24.3,-112,-87.7,0.3898305084745763,0.323943661971831,0.8571428571428571
2020,Phoenix Suns,Purdue,E'Twaun Moore,190.5,86.636072,SG,27,389,55,121,0.455,11,35,0.314,12,14,0.857,14,31,45,40,15,5,23,32,133,66,24,2,-22,-39,10,21.65,-51,-29.35,0.45454545454545453,0.3142857142857143,0.8571428571428571
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,San Antonio Spurs,Tulsa,DaQuan Jeffries,195.58,104.32616,SG,31,493,50,120,0.417,20,67,0.299,7,8,0.875,19,52,71,22,15,10,14,48,127,70,47,1,-40,-81,6,31.1,-115,-83.9,0.4166666666666667,0.29850746268656714,0.875
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Cleveland Cavaliers,Truman State,Brodric Thomas,195.58,83.91452,SG,32,399,39,108,0.361,16,59,0.271,31,46,0.674,8,45,53,30,15,10,22,40,125,69,43,15,-60,-81,16,22.25,-125,-102.75,0.3611111111111111,0.2711864406779661,0.6739130434782609
2020,Atlanta Hawks,William & Mary,Nathan Knight,208.28,114.758776,PF,33,279,37,100,0.37,6,33,0.182,44,55,0.8,27,45,72,8,9,10,15,22,124,63,27,11,-52,-63,33,27.65,-82,-54.35,0.37,0.18181818181818182,0.8
2020,Atlanta Hawks,Louisiana State,Skylar Mays,193.04,92.98636,SG,33,269,44,98,0.449,14,40,0.35,22,25,0.88,10,25,35,30,14,2,9,15,124,54,26,3,-20,-36,19,21.5,-37,-15.5,0.4489795918367347,0.35,0.88
2020,Boston Celtics,Purdue,Carsen Edwards,180.34,90.7184,SG,31,276,47,111,0.423,18,63,0.286,11,13,0.846,3,23,26,14,7,1,7,25,123,64,45,2,-34,-81,9,10.0,-106,-96.0,0.42342342342342343,0.2857142857142857,0.8461538461538461
2020,Golden State Warriors,Arizona,Nico Mannion,187.96,86.18248,PG,30,364,39,114,0.342,22,60,0.367,23,28,0.821,6,40,46,70,16,1,31,29,123,75,38,5,-72,-48,18,22.05,-102,-79.95,0.34210526315789475,0.36666666666666664,0.8214285714285714
2020,Los Angeles Lakers,Wisconsin-Green Bay,Alfonzo McKinnie,200.66,97.52228,SF,39,258,48,93,0.516,16,39,0.41,10,18,0.556,22,32,54,6,7,0,5,26,122,45,23,8,6,-21,2,20.2,-13,7.199999999999999,0.5161290322580645,0.41025641025641024,0.5555555555555556
2020,Sacramento Kings,Michigan,Glenn Robinson III,198.12,100.697424,SF,23,369,42,99,0.424,16,44,0.364,21,23,0.913,11,34,45,20,4,3,11,23,121,57,28,2,-30,-36,19,15.85,-47,-31.15,0.42424242424242425,0.36363636363636365,0.9130434782608695
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,SF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,PF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,PF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,PF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Philadelphia 76ers,Cincinnati,Gary Clark,198.12,102.0582,PF,39,654,40,132,0.303,31,108,0.287,8,10,0.8,33,82,115,31,13,7,17,35,119,92,77,2,-104,-138,6,44.5,-236,-191.5,0.30303030303030304,0.28703703703703703,0.8
2020,Oklahoma City Thunder,Wake Forest,Jaylen Hoard,203.2,97.975872,SF,19,320,44,88,0.5,0,11,0.0,28,41,0.683,21,44,65,24,13,5,17,19,116,44,11,13,0,-33,15,27.05,-18,9.05,0.5,0.0,0.6829268292682927
2020,San Antonio Spurs,Kentucky,Trey Lyles,205.74,106.140528,PF,23,358,43,90,0.478,14,40,0.35,15,23,0.652,9,77,86,14,6,1,6,13,115,47,26,8,-8,-36,7,27.1,-37,-9.899999999999999,0.4777777777777778,0.35,0.6521739130434783
2020,Miami Heat,Southern California,Dewayne Dedmon,213.36,111.13004,C,16,210,46,65,0.708,1,5,0.2,20,27,0.741,28,58,86,12,9,6,13,36,113,19,4,7,54,-9,13,30.7,58,88.7,0.7076923076923077,0.2,0.7407407407407407
2020,Toronto Raptors,Baylor,Freddie Gillespie,205.74,111.13004,PF,20,392,44,84,0.524,0,0,0.0,23,33,0.697,42,55,97,9,13,20,12,43,111,40,0,10,8,0,13,45.35,21,66.35,0.5238095238095238,,0.696969696969697
2020,Toronto Raptors,Fresno State,Paul Watson,198.12,95.25432,SF,27,297,38,82,0.463,30,64,0.469,5,8,0.625,4,41,45,17,6,3,9,36,111,44,34,3,-12,-12,2,14.7,-22,-7.300000000000001,0.4634146341463415,0.46875,0.625
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Washington Wizards,Boise State,Chandler Hutchison,198.12,95.25432,SF,25,346,39,103,0.379,8,22,0.364,21,25,0.84,6,72,78,17,12,5,20,33,107,64,14,4,-50,-18,17,22.1,-51,-28.9,0.3786407766990291,0.36363636363636365,0.84
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Boston Celtics,Vanderbilt,Luke Kornet,218.44,113.398,C,31,347,44,101,0.436,15,59,0.254,3,6,0.5,14,53,67,24,4,32,7,20,106,57,44,3,-26,-87,0,39.75,-113,-73.25,0.43564356435643564,0.2542372881355932,0.5
2020,Denver Nuggets,Marquette,Markus Howard,177.8,79.3786,SG,37,205,40,106,0.377,18,65,0.277,7,9,0.778,1,20,21,18,4,1,18,23,105,66,47,2,-52,-87,5,2.3499999999999996,-134,-131.65,0.37735849056603776,0.27692307692307694,0.7777777777777778
2020,Utah Jazz,Yale,Miye Oni,195.58,93.439952,SG,54,519,35,99,0.354,30,88,0.341,5,6,0.833,23,61,84,28,11,8,16,61,105,64,58,1,-58,-84,4,32.2,-138,-105.8,0.35353535353535354,0.3409090909090909,0.8333333333333334
2020,Orlando Magic,Washington,Markelle Fultz,190.5,94.800728,PG,8,215,41,104,0.394,4,16,0.25,17,19,0.895,5,20,25,43,8,2,18,18,103,63,12,2,-44,-24,15,13.35,-53,-39.65,0.3942307692307692,0.25,0.8947368421052632
